,TotalEnergy,ConnectedTime,ChargeTime,MaxPower,Duration_newh,Started_datum,DagLabelKort,WeekNr,MaandLabelKort,Is_WerkDag,Is_Weekend
240,7212,2.0389,2.0222,3570,2.0388888888888888,2018-01-09,di,2,jan,1,0
241,7588,7.9789,2.2503,3520,7.978888888888889,2018-01-09,di,2,jan,1,0
242,3594,1.1614,1.1614,3132,1.1613888888888888,2018-01-09,di,2,jan,1,0
243,6930,7.6067,2.0936,3560,7.606666666666666,2018-01-09,di,2,jan,1,0
244,7550,2.2153,2.2153,3480,2.2152777777777777,2018-01-09,di,2,jan,1,0
245,4219,6.0433,2.2564,3189,6.043333333333333,2018-01-09,di,2,jan,1,0
246,1630,0.4881,0.4881,3404,0.4880555555555556,2018-01-09,di,2,jan,1,0
247,1812,1.7597,0.7503,3500,1.7597222222222222,2018-01-09,di,2,jan,1,0
248,791,0.2428,0.2428,3258,0.2427777777777778,2018-01-09,di,2,jan,1,0
249,4033,2.7167,1.5003,3187,2.716666666666667,2018-01-09,di,2,jan,1,0
250,9239,17.9983,3.7333,3232,17.998333333333335,2018-01-09,di,2,jan,1,0
251,69510,13.7767,6.5,11200,13.776666666666667,2018-01-09,di,2,jan,1,0
252,55890,16.0786,5.4839,10756,16.078611111111112,2018-01-09,di,2,jan,1,0
253,2880,3.2597,1.4967,2325,3.2597222222222224,2018-01-09,di,2,jan,1,0
254,2970,19.6219,1.4967,2325,19.621944444444445,2018-01-09,di,2,jan,1,0
255,8990,38.71,3.73,3160,38.711666666666666,2018-01-09,di,2,jan,1,0
256,9910,15.2069,3.0833,3600,15.206944444444444,2018-01-09,di,2,jan,1,0
257,7214,2.1631,2.1631,3373,2.163055555555556,2018-01-09,di,2,jan,1,0
258,6810,11.7831,2.1164,3720,11.783055555555556,2018-01-09,di,2,jan,1,0
259,5090,1.4561,1.4561,3600,1.4561111111111111,2018-01-09,di,2,jan,1,0
260,4731,10.4975,3.7503,3344,10.4975,2018-01-09,di,2,jan,1,0
261,37020,11.9181,4.7344,8308,11.918055555555556,2018-01-09,di,2,jan,1,0
262,1536,13.0253,0.7503,2672,13.025277777777776,2018-01-10,wo,2,jan,1,0
263,6150,2.9953,1.8803,3600,2.995277777777778,2018-01-10,wo,2,jan,1,0
264,12787,3.8922,3.7503,3676,3.8922222222222222,2018-01-10,wo,2,jan,1,0
265,11539,8.6539,3.7503,3388,8.653888888888888,2018-01-10,wo,2,jan,1,0
266,14992,3.5664,2.2503,8892,3.566388888888889,2018-01-10,wo,2,jan,1,0
267,15980,7.04,5.5,3640,7.041944444444445,2018-01-10,wo,2,jan,1,0
268,2980,3.09,2.06,2720,3.086388888888889,2018-01-10,wo,2,jan,1,0
269,7540,2.8617,2.2367,3600,2.861666666666667,2018-01-10,wo,2,jan,1,0
270,6080,2.1939,2.1939,3360,2.193888888888889,2018-01-10,wo,2,jan,1,0
271,210,0.1086,0.1086,1934,0.1086111111111111,2018-01-10,wo,2,jan,1,0
272,2121,0.93,0.93,3360,0.9330555555555556,2018-01-10,wo,2,jan,1,0
273,6231,6.0389,1.9269,3560,6.038888888888889,2018-01-10,wo,2,jan,1,0
274,17529,4.8119,4.8119,4440,4.811944444444444,2018-01-10,wo,2,jan,1,0
275,3730,1.0614,1.0614,3576,1.061388888888889,2018-01-10,wo,2,jan,1,0
276,18190,5.645,5.28,3600,5.645,2018-01-10,wo,2,jan,1,0
277,6393,2.2106,1.9842,3520,2.210555555555556,2018-01-10,wo,2,jan,1,0
278,7602,4.1475,2.2333,3570,4.1475,2018-01-10,wo,2,jan,1,0
279,6000,14.6861,3.0464,3240,14.686111111111112,2018-01-10,wo,2,jan,1,0
280,4750,1.3914,1.3914,3509,1.3913888888888888,2018-01-10,wo,2,jan,1,0
281,9451,13.9067,6.1567,3372,13.906666666666666,2018-01-10,wo,2,jan,1,0
282,6460,5.015,2.88,3273,5.015,2018-01-10,wo,2,jan,1,0
283,4034,16.5933,2.0094,3230,16.593333333333334,2018-01-10,wo,2,jan,1,0
284,6530,4.17,2.25,2920,4.169722222222222,2018-01-10,wo,2,jan,1,0
285,1940,0.5383,0.5383,3720,0.5383333333333333,2018-01-10,wo,2,jan,1,0
286,2620,0.9675,0.7997,3600,0.9675,2018-01-11,do,2,jan,1,0
287,8160,3.5981,3.5981,3280,3.598055555555556,2018-01-11,do,2,jan,1,0
288,17000,9.32,5.25,3760,9.318055555555556,2018-01-11,do,2,jan,1,0
289,7860,5.8689,2.4908,3656,5.868888888888889,2018-01-11,do,2,jan,1,0
290,12104,4.2808,3.7336,3360,4.280833333333334,2018-01-11,do,2,jan,1,0
291,7989,8.1072,2.4833,3524,8.107222222222223,2018-01-11,do,2,jan,1,0
292,6100,4.0431,1.8028,3600,4.043055555555555,2018-01-11,do,2,jan,1,0
293,12789,8.1811,3.9833,3360,8.181111111111111,2018-01-11,do,2,jan,1,0
